x,y
65549,23442
65620,23421
65690,23401
65761,23381
65832,23360
65902,23340
65973,23319
66044,23298
66114,23277
66185,23256
66256,23235
66327,23214
66397,23193
66468,23172
66539,23150
66609,23129
66680,23107
66751,23085
66822,23063
66892,23041
66963,23019
67034,22997
67104,22975
67175,22953
67246,22930
67317,22908
67387,22885
67458,22862
67529,22839
67599,22817
67670,22794
67741,22770
67812,22747
67882,22724
67953,22700
68024,22677
68094,22653
68165,22630
68236,22606
68307,22582
68377,22558
68448,22534
68519,22510
68589,22485
68660,22461
68731,22436
68801,22412
68872,22387
68943,22362
69014,22337
69084,22312
69155,22287
69226,22262
69296,22237
69367,22211
69438,22186
69509,22160
69579,22135
69650,22109
69721,22083
69791,22057
69862,22031
69933,22005
70004,21979
70074,21952
70145,21926
70216,21899
70286,21873
70357,21846
70428,21819
70499,21792
70569,21765
70640,21738
70711,21711
70781,21683
70852,21656
70923,21628
70994,21601
71064,21573
71135,21545
71206,21517
71276,21489
71347,21461
71418,21433
71488,21405
71559,21376
71630,21348
71701,21319
71771,21290
71842,21262
71913,21233
71983,21204
72054,21174
72125,21145
72196,21116
72266,21087
72337,21057
72408,21028
72478,20998
72549,20968
72620,20938
72691,20908
72761,20878
72832,20848
72903,20818
72973,20787
73044,20757
73115,20726
73186,20696
73256,20665
73327,20634
73398,20603
73468,20572
73539,20541
73610,20509
73681,20478
73751,20447
73822,20415
73893,20383
73963,20352
74034,20320
74105,20288
74176,20256
74246,20224
74317,20191
74388,20159
74458,20127
74529,20094
74600,20062
74670,20029
74741,19996
74812,19963
74883,19930
74953,19897
75024,19864
75095,19830
75165,19797
75236,19763
75307,19730
75378,19696
75448,19662
75519,19628
75590,19594
75660,19560
75731,19526
75802,19492
75873,19457
75943,19423
76014,19388
76085,19354
76155,19319
76226,19284
76297,19249
76368,19214
76438,19179
76509,19143
76580,19108
76650,19073
76721,19037
76792,19001
76863,18966
76933,18930
77004,18894
77075,18858
77145,18822
77216,18785
77287,18749
77357,18713
77428,18676
77499,18639
77570,18603
77640,18566
77711,18529
77782,18492
77852,18455
77923,18417
77994,18380
78065,18343
78135,18305
78206,18267
78277,18230
78347,18192
78418,18154
78489,18116
78560,18078
78630,18040
78701,18001
78772,17963
78842,17924
78913,17886
78984,17847
79055,17808
79125,17769
79196,17730
79267,17691
79337,17652
79408,17613
79479,17573
79550,17534
79620,17494
79691,17455
79762,17415
79832,17375
79903,17335
79974,17295
80044,17255
80115,17214
80186,17174
80257,17134
80327,17093
80398,17052
80469,17012
80539,16971
80610,16930
80681,16889
80752,16848
80822,16806
80893,16765
80964,16724
81034,16682
81105,16640
81176,16599
81247,16557
81317,16515
81388,16473
81459,16431
81529,16388
81600,16346
81671,16304
81742,16261
81812,16218
81883,16176
81954,16133
82024,16090
82095,16047
82166,16004
82237,15961
82307,15917
82378,15874
82449,15830
82519,15787
82590,15743
82661,15699
82731,15655
82802,15611
82873,15567
82944,15523
83014,15479
83085,15434
83156,15390
83226,15345
83297,15301
83368,15256
83439,15211
83509,15166
83580,15121
83651,15076
83721,15030
83792,14985
83863,14940
83934,14894
84004,14848
84075,14803
84146,14757
84216,14711
84287,14665
84358,14619
84429,14572
84499,14526
84570,14480
84641,14433
84711,14386
84782,14340
84853,14293
84924,14246
84994,14199
85065,14152
85136,14104
85206,14057
85277,14010
85348,13962
85418,13915
85489,13867
85560,13819
85631,13771
85701,13723
85772,13675
85843,13627
85913,13578
85984,13530
86055,13482
86126,13433
86196,13384
86267,13335
86338,13287
86408,13238
86479,13188
86550,13139
86621,13090
86691,13041
86762,12991
86833,12941
86903,12892
86974,12842
87045,12792
87116,12742
87186,12692
87257,12642
87328,12592
87398,12541
87469,12491
87540,12440
87611,12390
87681,12339
87752,12288
87823,12237
87893,12186
87964,12135
88035,12084
88106,12032
88176,11981
88247,11929
88318,11878
88388,11826
88459,11774
88530,11722
88600,11670
88671,11618
88742,11566
88813,11513
88883,11461
88954,11408
89025,11356
89095,11303
89166,11250
89237,11197
89308,11144
89378,11091
89449,11038
89520,10985
89590,10931
89661,10878
89732,10824
89803,10770
89873,10717
89944,10663
90015,10609
90085,10555
90156,10500
90227,10446
90298,10392
90368,10337
90439,10283
90510,10228
90580,10173
90651,10118
90722,10063
90793,10008
90863,9953.2
90934,9897.9
91005,9842.6
91075,9787.1
91146,9731.5
91217,9675.9
91287,9620.1
91358,9564.3
91429,9508.3
91500,9452.3
91570,9396.1
91641,9339.9
91712,9283.5
91782,9227.1
91853,9170.5
91924,9113.9
91995,9057.1
92065,9000.3
92136,8943.4
92207,8886.3
92277,8829.2
92348,8772
92419,8714.7
92490,8657.2
92560,8599.7
92631,8542.1
92702,8484.4
92772,8426.6
92843,8368.6
92914,8310.6
92985,8252.5
93055,8194.3
93126,8136
93197,8077.6
93267,8019.1
93338,7960.5
93409,7901.8
93480,7843
93550,7784.1
93621,7725.1
93692,7666
93762,7606.8
93833,7547.5
93904,7488.2
93974,7428.7
94045,7369.1
94116,7309.4
94187,7249.6
94257,7189.8
94328,7129.8
94399,7069.7
94469,7009.6
94540,6949.3
94611,6888.9
94682,6828.5
94752,6767.9
94823,6707.3
94894,6646.5
94964,6585.6
95035,6524.7
95106,6463.6
95177,6402.5
95247,6341.2
95318,6279.9
95389,6218.5
95459,6156.9
95530,6095.3
95601,6033.5
95672,5971.7
95742,5909.8
95813,5847.7
95884,5785.6
95954,5723.4
96025,5661.1
96096,5598.6
96167,5536.1
96237,5473.5
96308,5410.8
96379,5348
96449,5285.1
96520,5222.1
96591,5158.9
96661,5095.7
96732,5032.4
96803,4969
96874,4905.5
96944,4841.9
97015,4778.2
97086,4714.4
97156,4650.5
97227,4586.6
97298,4522.5
97369,4458.3
97439,4394
97510,4329.6
97581,4265.1
97651,4200.6
97722,4135.9
97793,4071.1
97864,4006.2
97934,3941.3
98005,3876.2
98076,3811
98146,3745.8
98217,3680.4
98288,3614.9
98359,3549.4
98429,3483.7
98500,3418
98571,3352.1
98641,3286.2
98712,3220.1
98783,3154
98854,3087.7
98924,3021.4
98995,2954.9
99066,2888.4
99136,2821.8
99207,2755
99278,2688.2
99349,2621.3
99419,2554.2
99490,2487.1
99561,2419.9
99631,2352.6
99702,2285.2
99773,2217.6
99843,2150
99914,2082.3
99985,2014.5
1.00E+05,1946.6
1.00E+05,1878.6
1.00E+05,1810.5
1.00E+05,1742.3
1.00E+05,1674
1.00E+05,1605.6
1.00E+05,1537.1
1.01E+05,1468.5
1.01E+05,1399.8
1.01E+05,1331
1.01E+05,1262.1
1.01E+05,1193.1
1.01E+05,1124
1.01E+05,1054.8
1.01E+05,985.55
1.01E+05,916.17
1.01E+05,846.69
1.01E+05,777.12
1.01E+05,707.44
1.01E+05,637.67
1.01E+05,567.8
1.02E+05,497.83
1.02E+05,427.76
1.02E+05,357.6
1.02E+05,287.34
1.02E+05,216.98
1.02E+05,146.52
1.02E+05,75.962
1.02E+05,5.3075
1.02E+05,-65.445
1.02E+05,-136.3
1.02E+05,-207.24
1.02E+05,-278.29
1.02E+05,-349.43
1.02E+05,-420.68
1.03E+05,-492.02
1.03E+05,-563.46
1.03E+05,-634.99
1.03E+05,-706.63
1.03E+05,-778.36
1.03E+05,-850.19
1.03E+05,-922.12
1.03E+05,-994.14
1.03E+05,-1066.3
1.03E+05,-1138.5
1.03E+05,-1210.8
1.03E+05,-1283.2
1.03E+05,-1355.7
1.03E+05,-1428.4
1.04E+05,-1501.1
1.04E+05,-1573.9
1.04E+05,-1646.8
1.04E+05,-1719.8
1.04E+05,-1792.9
1.04E+05,-1866.1
1.04E+05,-1939.4
1.04E+05,-2012.8
1.04E+05,-2086.3
1.04E+05,-2159.9
1.04E+05,-2233.6
1.04E+05,-2307.4
1.04E+05,-2381.3
1.04E+05,-2455.2
1.05E+05,-2529.3
1.05E+05,-2603.5
1.05E+05,-2677.8
1.05E+05,-2752.2
1.05E+05,-2826.7
1.05E+05,-2901.2
1.05E+05,-2975.9
1.05E+05,-3050.7
1.05E+05,-3125.5
1.05E+05,-3200.5
1.05E+05,-3275.6
1.05E+05,-3350.7
1.05E+05,-3426
1.05E+05,-3501.3
1.06E+05,-3576.8
1.06E+05,-3652.4
1.06E+05,-3728
1.06E+05,-3803.8
1.06E+05,-3879.6
1.06E+05,-3955.6
1.06E+05,-4031.6
1.06E+05,-4107.7
1.06E+05,-4184
1.06E+05,-4260.3
1.06E+05,-4336.8
1.06E+05,-4413.3
1.06E+05,-4489.9
1.06E+05,-4566.7
1.06E+05,-4643.5
1.07E+05,-4720.4
1.07E+05,-4797.4
1.07E+05,-4874.6
1.07E+05,-4951.8
1.07E+05,-5029.1
1.07E+05,-5106.5
1.07E+05,-5184
1.07E+05,-5261.6
1.07E+05,-5339.3
1.07E+05,-5417.2
1.07E+05,-5495.1
1.07E+05,-5573.1
1.07E+05,-5651.2
1.07E+05,-5729.4
1.08E+05,-5807.7
1.08E+05,-5886.1
1.08E+05,-5964.6
1.08E+05,-6043.2
1.08E+05,-6121.8
1.08E+05,-6200.6
1.08E+05,-6279.5
1.08E+05,-6358.5
1.08E+05,-6437.6
1.08E+05,-6516.8
1.08E+05,-6596
1.08E+05,-6675.4
1.08E+05,-6754.9
1.08E+05,-6834.5
1.09E+05,-6914.1
1.09E+05,-6993.9
1.09E+05,-7073.8
1.09E+05,-7153.7
1.09E+05,-7233.8
1.09E+05,-7314
1.09E+05,-7394.2
1.09E+05,-7474.6
1.09E+05,-7555
1.09E+05,-7635.6
1.09E+05,-7716.2
1.09E+05,-7797
1.09E+05,-7877.8
1.09E+05,-7958.8
1.10E+05,-8039.8
1.10E+05,-8120.9
1.10E+05,-8202.2
1.10E+05,-8283.5
1.10E+05,-8365
1.10E+05,-8446.5
1.10E+05,-8528.1
1.10E+05,-8609.8
1.10E+05,-8691.7
1.10E+05,-8773.6
1.10E+05,-8855.6
1.10E+05,-8937.7
1.10E+05,-9020
1.10E+05,-9102.3
1.11E+05,-9184.7
1.11E+05,-9267.2
1.11E+05,-9349.8
1.11E+05,-9432.5
1.11E+05,-9515.3
1.11E+05,-9598.2
1.11E+05,-9681.2
1.11E+05,-9764.3
1.11E+05,-9847.5
1.11E+05,-9930.8
1.11E+05,-10014
1.11E+05,-10098
1.11E+05,-10181
1.11E+05,-10265
1.12E+05,-10349
1.12E+05,-10433
1.12E+05,-10517
1.12E+05,-10601
1.12E+05,-10685
1.12E+05,-10769
1.12E+05,-10854
1.12E+05,-10938
1.12E+05,-11023
1.12E+05,-11107
1.12E+05,-11192
1.12E+05,-11277
1.12E+05,-11362
1.12E+05,-11447
1.13E+05,-11532
1.13E+05,-11617
1.13E+05,-11703
1.13E+05,-11788
1.13E+05,-11874
1.13E+05,-11959
1.13E+05,-12045
1.13E+05,-12131
1.13E+05,-12217
1.13E+05,-12303
1.13E+05,-12389
1.13E+05,-12475
1.13E+05,-12562
1.13E+05,-12648
1.13E+05,-12735
1.14E+05,-12821
1.14E+05,-12908
1.14E+05,-12995
1.14E+05,-13082
1.14E+05,-13169
1.14E+05,-13256
1.14E+05,-13343
1.14E+05,-13430
1.14E+05,-13518
1.14E+05,-13605
1.14E+05,-13693
1.14E+05,-13781
1.14E+05,-13868
1.14E+05,-13956
1.15E+05,-14044
1.15E+05,-14132
1.15E+05,-14221
1.15E+05,-14309
1.15E+05,-14397
1.15E+05,-14486
1.15E+05,-14574
1.15E+05,-14663
1.15E+05,-14752
1.15E+05,-14841
1.15E+05,-14930
1.15E+05,-15019
1.15E+05,-15108
1.15E+05,-15197
1.16E+05,-15287
1.16E+05,-15376
1.16E+05,-15466
1.16E+05,-15555
1.16E+05,-15645
1.16E+05,-15735
1.16E+05,-15825
1.16E+05,-15915
1.16E+05,-16005
1.16E+05,-16095
1.16E+05,-16186
1.16E+05,-16276
1.16E+05,-16367
1.16E+05,-16457
1.17E+05,-16548
1.17E+05,-16639
1.17E+05,-16730
1.17E+05,-16821
1.17E+05,-16912
1.17E+05,-17003
1.17E+05,-17095
1.17E+05,-17186
1.17E+05,-17278
1.17E+05,-17369
1.17E+05,-17461
1.17E+05,-17553
1.17E+05,-17645
1.17E+05,-17737
1.18E+05,-17829
1.18E+05,-17921
1.18E+05,-18013
1.18E+05,-18106
1.18E+05,-18198
1.18E+05,-18291
1.18E+05,-18384
1.18E+05,-18476
1.18E+05,-18569
1.18E+05,-18662
1.18E+05,-18755
1.18E+05,-18849
1.18E+05,-18942
1.18E+05,-19035
1.19E+05,-19129
1.19E+05,-19222
1.19E+05,-19316
1.19E+05,-19410
1.19E+05,-19504
1.19E+05,-19598
1.19E+05,-19692
1.19E+05,-19786
1.19E+05,-19880
1.19E+05,-19975
1.19E+05,-20069
1.19E+05,-20164
1.19E+05,-20258
1.19E+05,-20353
1.20E+05,-20448
1.20E+05,-20543
1.20E+05,-20638
1.20E+05,-20733
1.20E+05,-20828
1.20E+05,-20924
1.20E+05,-21019
1.20E+05,-21115
1.20E+05,-21210
1.20E+05,-21306
1.20E+05,-21402
1.20E+05,-21498
1.20E+05,-21594
1.20E+05,-21690
1.20E+05,-21786
1.21E+05,-21883
1.21E+05,-21979
1.21E+05,-22075
1.21E+05,-22172
1.21E+05,-22269
1.21E+05,-22366
1.21E+05,-22463
1.21E+05,-22560
1.21E+05,-22657
1.21E+05,-22754
1.21E+05,-22851
1.21E+05,-22949
1.21E+05,-23046
1.21E+05,-23144
1.22E+05,-23241
1.22E+05,-23339
1.22E+05,-23437
1.22E+05,-23535
1.22E+05,-23633
1.22E+05,-23731
1.22E+05,-23830
1.22E+05,-23928
1.22E+05,-24027
1.22E+05,-24125
1.22E+05,-24224
1.22E+05,-24323
1.22E+05,-24422
1.22E+05,-24520
1.23E+05,-24620
1.23E+05,-24719
1.23E+05,-24818
1.23E+05,-24917
1.23E+05,-25017
1.23E+05,-25116
1.23E+05,-25216
1.23E+05,-25316
1.23E+05,-25416
1.23E+05,-25516
1.23E+05,-25616
1.23E+05,-25716
1.23E+05,-25816
1.23E+05,-25916
1.24E+05,-26017
1.24E+05,-26117
1.24E+05,-26218
1.24E+05,-26319
1.24E+05,-26420
1.24E+05,-26521
1.24E+05,-26622
1.24E+05,-26723
1.24E+05,-26824
1.24E+05,-26925
1.24E+05,-27027
1.24E+05,-27128
1.24E+05,-27230
1.24E+05,-27332
1.25E+05,-27433
1.25E+05,-27535
1.25E+05,-27637
1.25E+05,-27739
1.25E+05,-27842
1.25E+05,-27944
1.25E+05,-28046
1.25E+05,-28149
1.25E+05,-28251
1.25E+05,-28354
1.25E+05,-28457
1.25E+05,-28560
1.25E+05,-28663
1.25E+05,-28766
1.26E+05,-28869
1.26E+05,-28972
1.26E+05,-29076
1.26E+05,-29179
1.26E+05,-29283
1.26E+05,-29387
1.26E+05,-29490
1.26E+05,-29594
1.26E+05,-29698
1.26E+05,-29802
1.26E+05,-29906
1.26E+05,-30011
1.26E+05,-30115
1.26E+05,-30220
1.27E+05,-30324
1.27E+05,-30429
1.27E+05,-30534
1.27E+05,-30638
1.27E+05,-30743
1.27E+05,-30848
1.27E+05,-30954
1.27E+05,-31059
1.27E+05,-31164
1.27E+05,-31270
1.27E+05,-31375
1.27E+05,-31481
1.27E+05,-31587
1.27E+05,-31692
1.27E+05,-31798
1.28E+05,-31904
1.28E+05,-32010
1.28E+05,-32117
1.28E+05,-32223
1.28E+05,-32329
1.28E+05,-32436
1.28E+05,-32543
1.28E+05,-32649
1.28E+05,-32756
1.28E+05,-32863
1.28E+05,-32970
1.28E+05,-33077
1.28E+05,-33184
1.28E+05,-33292
1.29E+05,-33399
1.29E+05,-33507
1.29E+05,-33614
1.29E+05,-33722
1.29E+05,-33830
1.29E+05,-33938
1.29E+05,-34046
